image,sigma_s,sigma_r,alpha_r,psnr,ssim,gastal_admm_it,farbman_admm_it,success,tol
kodim01.png,1.0,146.14285714285714,0.7,44.13153357046198,0.9961587407741234,10,10,1,0.001
kodim01.png,1.0,146.14285714285714,0.75,44.16828889243358,0.9961805355631088,10,10,1,0.001
kodim01.png,1.0,146.14285714285714,0.8,44.223348416264656,0.9962125717656282,10,10,1,0.001
kodim01.png,1.0,146.14285714285714,0.8500000000000001,44.30335409783333,0.9962586569309972,10,10,1,0.001
kodim01.png,1.0,146.14285714285714,0.9,44.41449152059054,0.9963228714344281,10,10,1,0.001
kodim01.png,1.0,146.14285714285714,0.95,44.559604998000346,0.9964085131343324,10,10,1,0.001
kodim01.png,1.0,146.14285714285714,1.0,44.734850954513064,0.9965165942854642,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.5,44.07318308553569,0.9961219374789214,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.55,44.07825741425625,0.9961253202091185,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.6,44.08620196893655,0.9961304434783775,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.65,44.09860123416868,0.9961381920698625,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.7,44.11784711800966,0.9961498732666675,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.75,44.14744095818228,0.9961673739613244,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.8,44.19224257776568,0.9961933124313582,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.8500000000000001,44.258398623150406,0.9962310907620869,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.9,44.35246410123386,0.9962846677147171,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,0.95,44.47922355968967,0.9963578292445783,10,10,1,0.001
kodim01.png,1.0,164.28571428571428,1.0,44.638439838271395,0.9964528970180797,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.5,44.071515101196965,0.9961206979838167,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.55,44.07563751148665,0.9961234458716247,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.6,44.08209888172956,0.9961276117009544,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.65,44.09220172687026,0.9961339220321039,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.7,44.10793009343742,0.996143458600791,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.75,44.1322327977156,0.9961578022780908,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.8,44.169310404409416,0.9961791916573646,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.8500000000000001,44.22472242705723,0.9962106340293081,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.9,44.30492576536449,0.9962558304351034,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,0.95,44.41571628503809,0.996318703416964,10,10,1,0.001
kodim01.png,1.0,182.42857142857142,1.0,44.55939530559835,0.9964023668543529,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.5,44.07027753484083,0.9961197783915512,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.55,44.073692304467514,0.9961220544266026,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.6,44.0790489512341,0.9961255074170088,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.65,44.08743585080078,0.9961307440043683,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.7,44.10052191344622,0.9961386724994529,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.75,44.120815477052055,0.9961506325744387,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.8,44.151958091086655,0.996168549878857,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.8500000000000001,44.1989295778422,0.9961950753485567,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.9,44.267864205182036,0.9962336060817679,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,0.95,44.36498701498196,0.9962880041647777,10,10,1,0.001
kodim01.png,1.0,200.57142857142856,1.0,44.49428558942213,0.9963618140435165,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.5,44.06933417528439,0.9961190774455083,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.55,44.07220875214318,0.9961209933262933,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.6,44.07672085184677,0.9961239015274211,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.65,44.083792767722215,0.99612831582017,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.7,44.094845887093086,0.9961350087735429,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.75,44.11203469794037,0.9961451278371919,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.8,44.138532141881946,0.9961603412175816,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.8500000000000001,44.17878464192047,0.9961829884011001,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.9,44.23850979855226,0.9962161598068398,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,0.95,44.324009457576665,0.9962635531035249,10,10,1,0.001
kodim01.png,1.0,218.71428571428572,1.0,44.44032858475657,0.9963289020759992,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.5,44.06859869597152,0.9961185309798427,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.55,44.07105164971774,0.9961201657851892,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.6,44.07490383501098,0.9961226483974303,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.65,44.08094633701903,0.9961264192992138,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.7,44.09040311668791,0.9961321430717648,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.75,44.10514164338772,0.9961408121540529,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.8,44.12794281041939,0.9961538822089059,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.8500000000000001,44.162777706368516,0.996173424263208,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.9,44.21492178987455,0.9962022391174867,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,0.95,44.29054769129426,0.996243810657822,10,10,1,0.001
kodim01.png,1.0,236.85714285714286,1.0,44.39531207712517,0.9963019063856583,10,10,1,0.001
kodim01.png,1.0,255.0,0.5,44.068014244794966,0.99611809674074,10,10,1,0.001
kodim01.png,1.0,255.0,0.55,44.07013186171784,0.9961195080101524,10,10,1,0.001
kodim01.png,1.0,255.0,0.6,44.07345872195486,0.9961216518944579,10,10,1,0.001
kodim01.png,1.0,255.0,0.65,44.07868056205729,0.9961249100821817,10,10,1,0.001
kodim01.png,1.0,255.0,0.7,44.08686164683182,0.9961298599778745,10,10,1,0.001
kodim01.png,1.0,255.0,0.75,44.09963425966246,0.9961373675623906,10,10,1,0.001
kodim01.png,1.0,255.0,0.8,44.11945045818336,0.9961487119600541,10,10,1,0.001
kodim01.png,1.0,255.0,0.8500000000000001,44.149864068733706,0.9961657339357652,10,10,1,0.001
kodim01.png,1.0,255.0,0.9,44.19571777080826,0.9961909695854436,10,10,1,0.001
kodim01.png,1.0,255.0,0.95,44.262940376597285,0.9962276710095564,10,10,1,0.001
kodim01.png,1.0,255.0,1.0,44.357492230093655,0.996279542199485,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.5,55.16985296586579,0.9996326341890595,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.55,57.080690961271856,0.9997396132520727,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.6,58.931812291735696,0.9998132551268513,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.65,60.694386856400996,0.9998636241734408,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.7,62.34844666094909,0.9998981704119881,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.75,63.880988762561444,0.9999220829942919,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.8,65.28490238507406,0.9999388610628375,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.8500000000000001,66.55822662379171,0.999950827692959,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.9,67.70341010393517,0.999959517595361,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,0.95,68.72642485139149,0.9999659467531383,10,10,1,0.001
kodim01.png,35.07485653773264,1.0,1.0,69.63575047542373,0.9999707923004965,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.5,40.688732595613565,0.9845520337714455,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.55,41.50191232476874,0.9873225427983373,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.6,42.29976375301507,0.9898418912455376,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.65,43.194626081478646,0.9919953707039914,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.7,44.12300270444252,0.9936979357090443,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.75,44.86332913105211,0.9949221917303168,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.8,45.29617035122945,0.9957403425507452,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.8500000000000001,45.543919715678015,0.9962852592658031,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.9,45.79356813159242,0.996681357220426,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,0.95,46.13796616328674,0.9970066795511833,10,10,1,0.001
kodim01.png,35.07485653773264,19.142857142857142,1.0,46.5854843438762,0.9972972271066154,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.5,37.40351288855041,0.9775073601533609,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.55,38.31833421568202,0.978945618488552,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.6,39.11279954891495,0.9805968186897585,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.65,39.73814835419961,0.982507359522091,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.7,40.27147254471184,0.9847159688416786,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.75,40.890104722908056,0.9870938099252831,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.8,41.68797705086245,0.9893799935733316,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.8500000000000001,42.56988600966502,0.9913317552014843,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.9,43.32159857954672,0.9928174785491068,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,0.95,43.8243525741657,0.9938735167717699,10,10,1,0.001
kodim01.png,35.07485653773264,37.285714285714285,1.0,44.15213322077159,0.9946192350114739,10,10,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.5,33.33360767386975,0.9722447200699132,10,20,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.55,34.09098733905308,0.9728414821834739,10,20,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.6,34.89488664538559,0.9735774659024198,10,20,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.65,35.702322300507305,0.9744504072987884,10,20,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.7,36.47166256661523,0.9755316691734783,10,20,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.75,39.27466780307058,0.9818496689890288,10,10,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.8,39.72636209857464,0.9837495119882458,10,10,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.8500000000000001,40.317235441856134,0.9859743666145221,10,10,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.9,41.0855558873586,0.9881992928782616,10,10,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,0.95,41.899755247019655,0.9901386699319105,10,10,1,0.001
kodim01.png,35.07485653773264,55.42857142857143,1.0,42.56722733787057,0.9916407866988853,10,10,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.5,34.05697893610056,0.9769747359185297,10,10,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.55,32.932405840257005,0.9730736202107748,10,20,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.6,33.659659896662276,0.9736147868023346,10,20,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.65,34.437628710982025,0.9741870852835931,10,20,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.7,35.23360094209782,0.9748244761149477,10,20,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.75,36.00509225686719,0.9755751871089591,10,20,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.8,36.71732896786236,0.9765644643457542,10,20,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.8500000000000001,37.352802698857495,0.9778962847986041,10,20,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.9,39.687203516160054,0.9842753572814662,10,10,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,0.95,40.370137577110725,0.9864435742168888,10,10,1,0.001
kodim01.png,35.07485653773264,73.57142857142857,1.0,41.13841985158797,0.9884725811968905,10,10,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.5,33.197252792021466,0.9768558697743785,10,10,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.55,32.15463645385745,0.9732008998297907,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.6,32.788280713717384,0.9736736961075402,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.65,33.498204495050615,0.9741822810948968,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.7,34.25845837181956,0.9747007885217133,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.75,35.03341194629683,0.975208422052312,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.8,35.79001964164979,0.9758039782940197,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.8500000000000001,36.492007525668214,0.9766016272776343,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.9,37.11820873753738,0.9777108417069609,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,0.95,37.66423193258421,0.9791411060827074,10,20,1,0.001
kodim01.png,35.07485653773264,91.71428571428571,1.0,40.025071203647215,0.9855763445187947,10,10,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.5,32.62000908402575,0.9767371260100327,10,10,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.55,33.20184903715781,0.9772361127001487,10,10,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.6,32.162705993396685,0.973693192735135,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.65,32.79758909331313,0.974162539334301,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.7,33.5007573925342,0.9746421401330564,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.75,34.246462997143546,0.9751048859316862,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.8,35.00169648151649,0.975539131129411,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.8500000000000001,35.73632038167905,0.9760540185174482,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.9,36.41642715305794,0.9767669021368578,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,0.95,37.02089448191397,0.9777717803841355,10,20,1,0.001
kodim01.png,35.07485653773264,109.85714285714286,1.0,37.54300778411287,0.9790651553199204,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,0.5,32.217561748205895,0.9766543035529024,10,10,1,0.001
kodim01.png,35.07485653773264,128.0,0.55,32.70486211313683,0.9770849094640479,10,10,1,0.001
kodim01.png,35.07485653773264,128.0,0.6,33.31298638645161,0.9776027499920674,10,10,1,0.001
kodim01.png,35.07485653773264,128.0,0.65,32.266022338671206,0.9741290836323543,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,0.7,32.909859079569635,0.9745865998380082,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,0.75,33.61120233932024,0.9750307934601852,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,0.8,34.344726960521754,0.9754396464453812,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,0.8500000000000001,35.0795620812523,0.9758202393383839,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,0.9,35.7880317559183,0.9762997760599399,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,0.95,36.43865224147193,0.9769896499304015,10,20,1,0.001
kodim01.png,35.07485653773264,128.0,1.0,37.01203011337947,0.9779533090260667,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.5,31.927473109182696,0.9766115873556903,10,10,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.55,32.3385764406438,0.9769664310451593,10,10,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.6,32.864339257342216,0.977437914869835,10,10,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.65,31.853698600596484,0.9740896834308864,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.7,32.44152741023843,0.9745280729523564,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.75,33.096573108422206,0.9749622660012744,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.8,33.79667075518226,0.9753620957767869,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.8500000000000001,34.51762336436881,0.9757187536956464,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.9,35.23021641924518,0.9760664054595168,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,0.95,35.908538543390875,0.9765479929408449,10,20,1,0.001
kodim01.png,35.07485653773264,146.14285714285714,1.0,36.523427362946485,0.9772522936346181,10,20,1,0.001
kodim01.png,35.07485653773264,164.28571428571428,0.5,31.712413633279013,0.976601026120568,10,10,1,0.001
kodim01.png,35.07485653773264,164.28571428571428,0.55,32.062011782224815,0.9768817900797904,10,10,1,0.001
kodim01.png,35.07485653773264,164.28571428571428,0.6,32.518376593432315,0.9772998826611976,10,10,1,0.001
kodim01.png,35.07485653773264,164.28571428571428,0.65,33.09046080252965,0.9777960333242081,10,10,1,0.001
kodim01.png,35.07485653773264,164.28571428571428,0.7,32.06394027404106,0.9744699453645909,10,20,1,0.001
